coname,gvkey,year,cusip,exchange,city,state,zip,spcode,ticker
LINCOLN ELECTRIC HLDGS INC,006737,2019,53390010,NAS,Cleveland,OH,44117,MD,LECO
LINCOLN NATIONAL CORP,006742,2019,53418710,NYS,Radnor,PA,19087,SP,LNC
LOCKHEED MARTIN CORP,006774,2019,53983010,NYS,Bethesda,MD,20817,SP,LMT
LOEWS CORP,006781,2019,54042410,NYS,New York,NY,10065,SP,L
RANGE RESOURCES CORP,006788,2019,75281A10,NYS,Fort Worth,TX,76102,SM,RRC
LOUISIANA-PACIFIC CORP,006821,2019,54634710,NYS,Nashville,TN,37219,MD,LPX
LOWE'S COS INC,006829,2019,54866110,NYS,Mooresville,NC,28117,SP,LOW
LUBYS INC,006831,2019,54928210,NYS,Houston,TX,77040,EX,LUB
LYDALL INC,006845,2019,55081910,NYS,Manchester,CT,06042,SM,LDL
MDC HOLDINGS INC,006865,2019,55267610,NYS,Denver,CO,80237,SM,MDC
MDU RESOURCES GROUP INC,006867,2019,55269010,NYS,Bismarck,ND,58506,MD,MDU
MTS SYSTEMS CORP,006900,2019,55377710,NAS,Eden Prairie,MN,55344,EX,MTSC
MANITOWOC CO,006994,2019,56357140,NYS,Milwaukee,WI,53224,EX,MTW
MARATHON OIL CORP,007017,2019,56584910,NYS,Houston,TX,77056,SP,MRO
MARCUS CORP,007022,2019,56633010,NYS,Milwaukee,WI,53202,SM,MCS
HOST HOTELS & RESORTS INC,007063,2019,44107P10,NAS,Bethesda,MD,20817,SP,HST
MARSH & MCLENNAN COS,007065,2019,57174810,NYS,New York,NY,10036,SP,MMC
MASCO CORP,007085,2019,57459910,NYS,Livonia,MI,48152,SP,MAS
MATTEL INC,007116,2019,57708110,NAS,El Segundo,CA,90245,MD,MAT
MCCORMICK & CO INC,007146,2019,57978020,NYS,Hunt Valley,MD,21031,SP,MKC
MCDERMOTT INTL INC,007152,2019,58003770,OTH,Houston,TX,77079,EX,MDRIQ
MCDONALD'S CORP,007154,2019,58013510,NYS,Chicago,IL,60607,SP,MCD
S&P GLOBAL INC,007163,2019,78409V10,NYS,New York,NY,10041,SP,SPGI
MCKESSON CORP,007171,2019,58155Q10,NYS,Irving,TX,75039,SP,MCK
MEDTRONIC PLC,007228,2019,G5960L10,NYS,Dublin,,2,SP,MDT
CVS HEALTH CORP,007241,2019,12665010,NYS,Woonsocket,RI,02895,SP,CVS
MERCK & CO,007257,2019,58933Y10,NYS,Kenilworth,NJ,07033,SP,MRK
MEREDITH CORP,007260,2019,58943310,NYS,Des Moines,IA,50309,SM,MDP
MESA LABORATORIES INC,007275,2019,59064R10,NAS,Lakewood,CO,80228,SM,MLAB
METHODE ELECTRONICS INC,007291,2019,59152020,NYS,Chicago,IL,60631,SM,MEI
MICHAELS COS INC,007316,2019,59408Q10,NAS,Irving,TX,75063,EX,MIK
MICRON TECHNOLOGY INC,007343,2019,59511210,NAS,Boise,ID,83716,SP,MU
ENTERGY CORP,007366,2019,29364G10,NYS,New Orleans,LA,70113,SP,ETR
MILLER (HERMAN) INC,007401,2019,60054410,NAS,Zeeland,MI,49464,MD,MLHR
MSA SAFETY INC,007420,2019,55349810,NYS,Cranberry Township,PA,16066,MD,MSA
3M CO,007435,2019,88579Y10,NYS,St. Paul,MN,55144,SP,MMM
ALLETE INC,007437,2019,01852230,NYS,Duluth,MN,55802,MD,ALE
MODINE MANUFACTURING CO,007486,2019,60782810,NYS,Racine,WI,53403,EX,MOD
QUIDEL CORP,007526,2019,74838J10,NAS,San Diego,CA,92121,MD,QDEL
MOOG INC  -CL A,007549,2019,61539420,NYS,East Aurora,NY,14052,SM,MOG.A
MOTOROLA SOLUTIONS INC,007585,2019,62007630,NYS,Chicago,IL,60661,SP,MSI
MURPHY OIL CORP,007620,2019,62671710,NYS,Houston,TX,77024,MD,MUR
MYERS INDUSTRIES INC,007636,2019,62846410,NYS,Akron,OH,44301,SM,MYE
VIATRIS INC,007637,2019,92556V10,NAS,Canonsburg,PA,15317,SP,VTRS
BANK OF AMERICA CORP,007647,2019,06050510,NYS,Charlotte,NC,28255,SP,BAC
NCR CORP,007648,2019,62886E10,NYS,Atlanta,GA,30308,MD,NCR
NATIONAL FUEL GAS CO,007733,2019,63618010,NYS,Williamsville,NY,14221,MD,NFG
TENET HEALTHCARE CORP,007750,2019,88033G40,NYS,Dallas,TX,75254,MD,THC
NATIONAL PRESTO INDS INC,007762,2019,63721510,NYS,Eau Claire,WI,54703,SM,NPK
NATURES SUNSHINE PRODS INC,007799,2019,63902710,NAS,Lehi,UT,84043,EX,NATR
NEW JERSEY RESOURCES CORP,007849,2019,64602510,NYS,Wall,NJ,07719,MD,NJR
NEW YORK TIMES CO  -CL A,007866,2019,65011110,NYS,New York,NY,10018,MD,NYT
NEWELL BRANDS INC,007875,2019,65122910,NAS,Atlanta,GA,30328,SP,NWL
NEWMONT CORP,007881,2019,65163910,NYS,Denver,CO,80237,SP,NEM
NEWPARK RESOURCES,007882,2019,65171850,NYS,The Woodlands,TX,77381,EX,NR
NIKE INC  -CL B,007906,2019,65410610,NYS,Beaverton,OR,97005,SP,NKE
NOBLE ENERGY INC,007912,2019,65504410,NAS,Houston,TX,77070,EX,NBL
NORDSON CORP,007921,2019,65566310,NAS,Westlake,OH,44145,MD,NDSN
NORDSTROM INC,007922,2019,65566410,NYS,Seattle,WA,98101,MD,JWN
NORFOLK SOUTHERN CORP,007923,2019,65584410,NYS,Norfolk,VA,23510,SP,NSC
NACCO INDUSTRIES  -CL A,007938,2019,62957910,NYS,Cleveland,OH,44124,EX,NC
MOVADO GROUP INC,007951,2019,62458010,NYS,Paramus,NJ,07652,SM,MOV
EVERSOURCE ENERGY,007970,2019,30040W10,NYS,Springfield,MA,01104,SP,ES
NISOURCE INC,007974,2019,65473P10,NYS,Merrillville,IN,46410,SP,NI
XCEL ENERGY INC,007977,2019,98389B10,NAS,Minneapolis,MN,55401,SP,XEL
NORTHERN TRUST CORP,007982,2019,66585910,NAS,Chicago,IL,60603,SP,NTRS
NORTHROP GRUMMAN CORP,007985,2019,66680710,NYS,Falls Church,VA,22042,SP,NOC
TEREX CORP,007991,2019,88077910,NYS,Norwalk,CT,06850,MD,TEX
NORTHWEST NATURAL HLDNG CO,007993,2019,66765N10,NYS,Portland,OR,97204,SM,NWN
NORTHWESTERN CORP,008001,2019,66807430,NAS,Sioux Falls,SD,57108,MD,NWE
WELLS FARGO & CO,008007,2019,94974610,NYS,San Francisco,CA,94104,SP,WFC
NUCOR CORP,008030,2019,67034610,NYS,Charlotte,NC,28211,SP,NUE
OCCIDENTAL PETROLEUM CORP,008068,2019,67459910,NYS,Houston,TX,77046,SP,OXY
OCEANEERING INTERNATIONAL,008079,2019,67523210,NYS,Houston,TX,77041,SM,OII
FIRSTENERGY CORP,008099,2019,33793210,NYS,Akron,OH,44308,SP,FE
OGE ENERGY CORP,008113,2019,67083710,NYS,Oklahoma City,OK,73101,MD,OGE
OLIN CORP,008123,2019,68066520,NYS,Clayton,MO,63105,MD,OLN
ONEOK INC,008151,2019,68268010,NYS,Tulsa,OK,74103,SP,OKE
OVERSEAS SHIPHOLDING GROUP,008210,2019,69036R86,NYS,Tampa,FL,33602,EX,OSG
OWENS & MINOR INC,008213,2019,69073210,NYS,Richmond,VA,23261,SM,OMI
OWENS CORNING,008214,2019,69074210,NYS,Toledo,OH,43659,MD,OC
O-I GLASS INC,008215,2019,67098H10,NYS,Perrysburg,OH,43551,SM,OI
OXFORD INDUSTRIES INC,008219,2019,69149730,NYS,Atlanta,GA,30309,SM,OXM
PNC FINANCIAL SVCS GROUP INC,008245,2019,69347510,NYS,Pittsburgh,PA,15222,SP,PNC
PPG INDUSTRIES INC,008247,2019,69350610,NYS,Pittsburgh,PA,15272,SP,PPG
PACCAR INC,008253,2019,69371810,NAS,Bellevue,WA,98004,SP,PCAR
PG&E CORP,008264,2019,69331C10,NYS,San Francisco,CA,94177,EX,PCG
SEMPRA ENERGY,008272,2019,81685110,NYS,San Diego,CA,92101,SP,SRE
PACIFICORP,008290,2019,59598X00,OTH,Portland,OR,97232,EX,MEC2
PARK AEROSPACE CORP,008348,2019,70014A10,NYS,Westbury,NY,11590,SM,PKE
PARKER DRILLING CO,008357,2019,70108160,OTH,Houston,TX,77046,EX,PKDC
PARKER-HANNIFIN CORP,008358,2019,70109410,NYS,Cleveland,OH,44124,SP,PH
PATRICK INDUSTRIES INC,008386,2019,70334310,NAS,Elkhart,IN,46515,SM,PATK
PAYCHEX INC,008402,2019,70432610,NAS,Rochester,NY,14625,SP,PAYX
AMERICAN FINANCIAL GROUP INC,008431,2019,02593210,NYS,Cincinnati,OH,45202,MD,AFG
PENN VIRGINIA CORP,008440,2019,70788V10,NAS,Houston,TX,77084,SM,PVAC
OLD COPPER CO INC,008446,2019,67953510,OTH,Plano,TX,75024,EX,CPPRQ
PPL CORP,008455,2019,69351T10,NYS,Allentown,PA,18101,SP,PPL
PENNSYLVANIA RE INVS TRUST,008457,2019,70910210,NYS,Philadelphia,PA,19103,EX,PEI
PENTAIR PLC,008463,2019,G7S00T10,NYS,London,,TW13,SP,PNR
PEPSICO INC,008479,2019,71344810,NAS,Purchase,NY,10577,SP,PEP
PDC ENERGY INC,008512,2019,69327R10,NAS,Denver,CO,80203,SM,PDCE
PFIZER INC,008530,2019,71708110,NYS,New York,NY,10017,SP,PFE
EXELON CORP,008539,2019,30161N10,NAS,Chicago,IL,60680,SP,EXC
ESSENTIAL UTILITIES INC,008542,2019,29670G10,NYS,Bryn Mawr,PA,19010,MD,WTRG
ALTRIA GROUP INC,008543,2019,02209S10,NYS,Richmond,VA,23230,SP,MO
CONOCOPHILLIPS,008549,2019,20825C10,NYS,Houston,TX,77079,SP,COP
PVH CORP,008551,2019,69365610,NYS,New York,NY,10016,SP,PVH
SENECA FOODS CORP,008582,2019,81707050,NAS,Marion,NY,14505,SM,SENEA
AGILYSYS INC,008599,2019,00847J10,NAS,Alpharetta,GA,30005,SM,AGYS
PIPER SANDLER COS,008605,2019,72407810,NYS,Minneapolis,MN,55402,SM,PIPR
PITNEY BOWES INC,008606,2019,72447910,NYS,Stamford,CT,06926,SM,PBI
PLANTRONICS INC,008633,2019,72749310,NYS,Santa Cruz,CA,95060,SM,POLY
POTLATCHDELTIC CORP,008692,2019,73763010,NAS,Spokane,WA,99201,MD,PCH
POWELL INDUSTRIES INC,008699,2019,73912810,NAS,Houston,TX,77075,SM,POWL
PROCTER & GAMBLE CO,008762,2019,74271810,NYS,Cincinnati,OH,45202,SP,PG
PROTECTIVE LIFE CORP,008789,2019,74367410,NYS,Birmingham,AL,35223,EX,PL
PNM RESOURCES INC,008807,2019,69349H10,NYS,Albuquerque,NM,87102,MD,PNM
PUBLIC SERVICE ENTRP GRP INC,008810,2019,74457310,NYS,Newark,NJ,07102,SP,PEG
PUGET ENERGY INC,008818,2019,74531093,OTH,Bellevue,WA,98004,EX,5495B
PULTEGROUP INC,008823,2019,74586710,NYS,Atlanta,GA,30326,SP,PHM
QUAKER CHEMICAL CORP,008850,2019,74731610,NYS,Conshohocken,PA,19428,SM,KWR
NEXTGEN HEALTHCARE INC,008858,2019,65343C10,NAS,Atlanta,GA,30305,SM,NXGN
QUANTUM CORP,008867,2019,74790650,NAS,San Jose,CA,95110,EX,QMCO
RAYMOND JAMES FINANCIAL CORP,008898,2019,75473010,NYS,St. Petersburg,FL,33716,SP,RJF
RPC INC,008901,2019,74966010,NYS,Atlanta,GA,30329,SM,RES
RPM INTERNATIONAL INC,008902,2019,74968510,NYS,Medina,OH,44258,MD,RPM
RAVEN INDUSTRIES INC,008958,2019,75421210,NAS,Sioux Falls,SD,57117,SM,RAVN
RAYTHEON CO,008972,2019,75511150,NYS,Waltham,MA,02451,EX,RTN
REGAL BELOIT CORP,009016,2019,75875010,NYS,Beloit,WI,53511,MD,RBC
REGIS CORP/MN,009023,2019,75893210,NYS,Minneapolis,MN,55416,SM,RGS
AUTONATION INC,009063,2019,05329W10,NYS,Fort Lauderdale,FL,33301,MD,AN
RITE AID CORP,009155,2019,76775487,NYS,Camp Hill,PA,17011,EX,RAD
ROCKWELL AUTOMATION,009203,2019,77390310,NYS,Milwaukee,WI,53204,SP,ROK
ROGERS CORP,009216,2019,77513310,NYS,Chandler,AZ,85224,SM,ROG
ROLLINS INC,009225,2019,77571110,NYS,Atlanta,GA,30324,SP,ROL
ROSS STORES INC,009248,2019,77829610,NAS,Dublin,CA,94568,SP,ROST
ROYAL GOLD INC,009273,2019,78028710,NAS,Denver,CO,80202,MD,RGLD
RYDER SYSTEM INC,009299,2019,78354910,NYS,Miami,FL,33178,MD,R
SEI INVESTMENTS CO,009317,2019,78411710,NAS,Oaks,PA,19456,MD,SEIC
SAFEGUARD SCIENTIFICS INC,009355,2019,78644920,NYS,Radnor,PA,19087,EX,SFE
SCHLUMBERGER LTD,009465,2019,80685710,NYS,Houston,TX,77056,SP,SLB
SCHOLASTIC CORP,009466,2019,80706610,NAS,New York,NY,10012,SM,SCHL
SEALED AIR CORP,009555,2019,81211K10,NYS,Charlotte,NC,28208,SP,SEE
SEMTECH CORP,009599,2019,81685010,NAS,Camarillo,CA,93012,MD,SMTC
SERVICE CORP INTERNATIONAL,009611,2019,81756510,NYS,Houston,TX,77019,MD,SCI
SHENANDOAH TELECOMMUN CO,009664,2019,82312B10,NAS,Edinburg,VA,22824,SM,SHEN
SHERWIN-WILLIAMS CO,009667,2019,82434810,NYS,Cleveland,OH,44115,SP,SHW
SMITH (A.O.),009771,2019,83186520,NYS,Milwaukee,WI,53224,SP,AOS
SMUCKER (JM) CO,009777,2019,83269640,NYS,Orrville,OH,44667,SP,SJM
SNAP-ON INC,009778,2019,83303410,NYS,Kenosha,WI,53143,SP,SNA
KEYCORP,009783,2019,49326710,NYS,Cleveland,OH,44114,SP,KEY
SONOCO PRODUCTS CO,009815,2019,83549510,NYS,Hartsville,SC,29550,MD,SON
SOUTH JERSEY INDUSTRIES INC,009831,2019,83851810,NYS,Folsom,NJ,08037,SM,SJI
PIONEER ENERGY SERVICES CORP,009835,2019,72366410,OTH,San Antonio,TX,78209,EX,PESXQ
EDISON INTERNATIONAL,009846,2019,28102010,NYS,Rosemead,CA,91770,SP,EIX
AMERICAN STATES WATER CO,009849,2019,02989910,NYS,San Dimas,CA,91773,SM,AWR
SOUTHERN CO,009850,2019,84258710,NYS,Atlanta,GA,30308,SP,SO
SOUTHWEST AIRLINES,009882,2019,84474110,NYS,Dallas,TX,75235,SP,LUV
SOUTHWEST GAS HOLDINGS INC,009890,2019,84489510,NYS,Las Vegas,NV,89193,MD,SWX
AT&T INC,009899,2019,00206R10,NYS,Dallas,TX,75202,SP,T
SOUTHWESTERN ENERGY CO,009904,2019,84546710,NYS,Spring,TX,77389,SM,SWN
THE SHYFT GROUP INC,009919,2019,82569810,NAS,Novi,MI,48375,EX,SHYF
STAAR SURGICAL CO,009969,2019,85231230,NAS,Lake Forest,CA,92630,MD,STAA
STANDARD MOTOR PRODS,010000,2019,85366610,NYS,Long Island City,NY,11101,SM,SMP
STANDEX INTERNATIONAL CORP,010008,2019,85423110,NYS,Salem,NH,03079,SM,SXI
STANLEY BLACK & DECKER INC,010016,2019,85450210,NYS,New Britain,CT,06053,SP,SWK
STATE STREET CORP,010035,2019,85747710,NYS,Boston,MA,02111,SP,STT
STEPAN CO,010056,2019,85858610,NYS,Northfield,IL,60093,SM,SCL
STEWART INFORMATION SERVICES,010086,2019,86037210,NYS,Houston,TX,77056,SM,STC
PUBLIC STORAGE,010096,2019,74460D10,NYS,Glendale,CA,91201,SP,PSA
STRYKER CORP,010115,2019,86366710,NYS,Kalamazoo,MI,49002,SP,SYK
NAVIENT CORP,010121,2019,63938C10,NAS,Wilmington,DE,19801,MD,NAVI
STURM RUGER & CO INC,010124,2019,86415910,NYS,Southport,CT,06890,SM,RGR
SUPERIOR INDUSTRIES INTL,010195,2019,86816810,NYS,Southfield,MI,48033,EX,SUP
SILVERBOW RESOURCES INC,010221,2019,82836G10,NYS,Houston,TX,77079,EX,SBOW
SYSCO CORP,010247,2019,87182910,NYS,Houston,TX,77077,SP,SYY
TEAM INC,010353,2019,87815510,NYS,Sugar Land,TX,77478,SM,TISI
ALLEGHENY TECHNOLOGIES INC,010405,2019,01741R10,NYS,Pittsburgh,PA,15222,SM,ATI
TELEFLEX INC,010407,2019,87936910,NYS,Wayne,PA,19087,SP,TFX
TELEPHONE & DATA SYSTEMS INC,010411,2019,87943382,NYS,Chicago,IL,60602,MD,TDS
TENNANT CO,010441,2019,88034510,NYS,Eden Prairie,MN,55344,SM,TNC
TENNECO INC,010443,2019,88034910,NYS,Lake Forest,IL,60045,EX,TEN
TERADYNE INC,010453,2019,88077010,NAS,North Reading,MA,01864,SP,TER
TEXAS INSTRUMENTS INC,010499,2019,88250810,NAS,Dallas,TX,75243,SP,TXN
TEXTRON INC,010519,2019,88320310,NYS,Providence,RI,02903,SP,TXT
THERMO FISHER SCIENTIFIC INC,010530,2019,88355610,NYS,Waltham,MA,02451,SP,TMO
THOR INDUSTRIES INC,010549,2019,88516010,NYS,Elkhart,IN,46514,MD,THO
TIDEWATER INC,010565,2019,88642R10,NYS,Houston,TX,77072,EX,TDW
SIX FLAGS ENTERTAINMENT CORP,010567,2019,83001A10,NYS,Arlington,TX,76011,MD,SIX
TIMKEN CO,010581,2019,88738910,NYS,North Canton,OH,44720,MD,TKR
TOOTSIE ROLL INDUSTRIES INC,010609,2019,89051610,NYS,Chicago,IL,60629,MD,TR
GLOBE LIFE INC,010614,2019,37959E10,NYS,McKinney,TX,75070,SP,GL
TORO CO,010618,2019,89109210,NYS,Bloomington,MN,55420,MD,TTC
TRINITY INDUSTRIES,010735,2019,89652210,NYS,Dallas,TX,75254,MD,TRN
TYLER TECHNOLOGIES INC,010789,2019,90225210,NYS,Plano,TX,75024,SP,TYL
TYSON FOODS INC  -CL A,010793,2019,90249410,NYS,Springdale,AR,72762,SP,TSN
UNITED AIRLINES HOLDINGS INC,010795,2019,91004710,NAS,Chicago,IL,60606,SP,UAL
UGI CORP,010801,2019,90268110,NYS,King of Prussia,PA,19406,MD,UGI
UNIFI INC,010839,2019,90467720,NYS,Greensboro,NC,27410,SM,UFI
UNIFIRST CORP,010840,2019,90470810,NYS,Wilmington,MA,01887,SM,UNF
AMEREN CORP,010860,2019,02360810,NYS,Saint Louis,MO,63103,SP,AEE
UNION PACIFIC CORP,010867,2019,90781810,NYS,Omaha,NE,68179,SP,UNP
UNIT CORP,010877,2019,90921840,OTH,Tulsa,OK,74132,EX,UNTC
UDR INC,010894,2019,90265310,NYS,Highlands Ranch,CO,80129,SP,UDR
UNITEDHEALTH GROUP INC,010903,2019,91324P10,NYS,Minnetonka,MN,55343,SP,UNH
UMB FINANCIAL CORP,010916,2019,90278810,NAS,Kansas City,MO,64106,MD,UMBF
UNITED PARCEL SERVICE INC,010920,2019,91131210,NYS,Atlanta,GA,30328,SP,UPS
RAYTHEON TECHNOLOGIES CORP,010983,2019,75513E10,NYS,Waltham,MA,02451,SP,RTX
SCIENTIFIC GAMES CORP,010991,2019,80874P10,NAS,Las Vegas,NV,89119,MD,SGMS
UNITIL CORP,010999,2019,91325910,NYS,Hampton,NH,03842,SM,UTL
SENSIENT TECHNOLOGIES CORP,011012,2019,81725T10,NYS,Milwaukee,WI,53202,MD,SXT
UNIVERSAL CORP/VA,011017,2019,91345610,NYS,Richmond,VA,23235,SM,UVV
UNIVERSAL HEALTH SVCS INC,011032,2019,91390310,NYS,King of Prussia,PA,19406,SP,UHS
VF CORP,011060,2019,91820410,NYS,Denver,CO,80202,SP,VFC
VALMONT INDUSTRIES INC,011094,2019,92025310,NYS,Omaha,NE,68154,MD,VMI
VARIAN MEDICAL SYSTEMS INC,011115,2019,92220P10,NYS,Palo Alto,CA,94304,EX,VAR
VEECO INSTRUMENTS INC,011124,2019,92241710,NAS,Plainview,NY,11803,SM,VECO
VISHAY INTERTECHNOLOGY INC,011191,2019,92829810,NYS,Malvern,PA,19355,MD,VSH
VOLT INFO SCIENCES INC,011213,2019,92870310,ASE,Orange,CA,92865,EX,VOLT
VORNADO REALTY TRUST,011220,2019,92904210,NYS,New York,NY,10019,SP,VNO
VULCAN MATERIALS CO,011228,2019,92916010,NYS,Birmingham,AL,35242,SP,VMC
WD-40 CO,011234,2019,92923610,NAS,San Diego,CA,92131,SM,WDFC
WALMART INC,011259,2019,93114210,NYS,Bentonville,AR,72716,SP,WMT
WALGREENS BOOTS ALLIANCE INC,011264,2019,93142710,NAS,Deerfield,IL,60015,SP,WBA
GRAHAM HOLDINGS CO,011300,2019,38463710,NYS,Arlington,VA,22209,MD,GHC
WASHINGTON REIT,011301,2019,93965310,NYS,Washington,DC,20006,SM,WRE
AVISTA CORP,011304,2019,05379B10,NYS,Spokane,WA,99202,SM,AVA
WATSCO INC,011313,2019,94262220,NYS,Miami,FL,33133,MD,WSO
WEINGARTEN REALTY INVST,011340,2019,94874110,NYS,Houston,TX,77008,MD,WRI
WEST PHARMACEUTICAL SVSC INC,011376,2019,95530610,NYS,Exton,PA,19341,SP,WST
WESTERN DIGITAL CORP,011399,2019,95810210,NAS,San Jose,CA,95119,SP,WDC
WEYERHAEUSER CO,011456,2019,96216610,NYS,Seattle,WA,98104,SP,WY
WHIRLPOOL CORP,011465,2019,96332010,NYS,Benton Harbor,MI,49022,SP,WHR
WILEY (JOHN) & SONS  -CL A,011499,2019,96822320,NYS,Hoboken,NJ,07030,MD,JW.A
WILLIAMS COS INC,011506,2019,96945710,NYS,Tulsa,OK,74102,SP,WMB
WILLIAMS-SONOMA INC,011511,2019,96990410,NYS,San Francisco,CA,94109,MD,WSM
WINNEBAGO INDUSTRIES,011537,2019,97463710,NYS,Forest City,IA,50436,SM,WGO
WEC ENERGY GROUP INC,011550,2019,92939U10,NYS,Milwaukee,WI,53201,SP,WEC
ALLIANT ENERGY CORP,011554,2019,01880210,NAS,Madison,WI,53718,SP,LNT
WOLVERINE WORLD WIDE,011566,2019,97809710,NYS,Rockford,MI,49351,SM,WWW
WOODWARD INC,011580,2019,98074510,NAS,Fort Collins,CO,80524,MD,WWD
FOOT LOCKER INC,011584,2019,34484910,NYS,New York,NY,10001,MD,FL
WORTHINGTON INDUSTRIES,011600,2019,98181110,NYS,Columbus,OH,43085,MD,WOR
XEROX HOLDINGS CORP,011636,2019,98421M10,NYS,Norwalk,CT,06851,MD,XRX
YELLOW CORP,011649,2019,98551010,NAS,Overland Park,KS,66211,EX,YELL
TJX COS INC (THE),011672,2019,87254010,NYS,Framingham,MA,01701,SP,TJX
ZIONS BANCORPORATION NA,011687,2019,98970110,NAS,Salt Lake City,UT,84133,SP,ZION
OSHKOSH CORP,011721,2019,68823920,NYS,Oshkosh,WI,54902,MD,OSK
QUALYS INC,011745,2019,74758T30,NAS,Foster City,CA,94404,MD,QLYS
ALEXANDER & BALDWIN INC,011756,2019,01449110,NYS,Honolulu,HI,96801,SM,ALEX
STIFEL FINANCIAL CORP,011770,2019,86063010,NYS,Saint Louis,MO,63102,MD,SF
LCI INDUSTRIES,011796,2019,50189K10,NYS,Elkhart,IN,46514,SM,LCII
HENRY (JACK) & ASSOCIATES,011811,2019,42628110,NAS,Monett,MO,65708,SP,JKHY
ASSOCIATED BANC-CORP,011842,2019,04548710,NYS,Green Bay,WI,54301,MD,ASB
NMI HOLDINGS INC,011854,2019,62920930,NAS,EmeryVille,CA,94608,SM,NMIH
TRUIST FINANCIAL CORP,011856,2019,89832Q10,NYS,Charlotte,NC,28202,SP,TFC
VALLEY NATIONAL BANCORP,011861,2019,91979410,NAS,New York,NY,10119,MD,VLY
FIRST MIDWEST BANCORP INC,011896,2019,32086710,NAS,Chicago,IL,60631,SM,FMBI
NOBLE CORPORATION,011925,2019,G6543110,OTH,Sugar Land,TX,77478,EX,NEBLQ
TUESDAY MORNING CORP,011944,2019,89904V10,NAS,Dallas,TX,75240,EX,TUEM
BIG LOTS INC,012123,2019,08930210,NYS,Columbus,OH,43081,SM,BIG
MORGAN STANLEY,012124,2019,61744644,NYS,New York,NY,10036,SP,MS
PRICE (T. ROWE) GROUP,012138,2019,74144T10,NAS,Baltimore,MD,21202,SP,TROW
NATIONAL RETAIL PROPERTIES,012140,2019,63741710,NYS,Orlando,FL,32801,MD,NNN
MICROSOFT CORP,012141,2019,59491810,NAS,Redmond,WA,98052,SP,MSFT
ORACLE CORP,012142,2019,68389X10,NYS,Austin,TX,78741,SP,ORCL
COTY INC,012151,2019,22207020,NYS,New York,NY,10118,MD,COTY
TECH DATA CORP,012171,2019,87823710,NAS,Clearwater,FL,33760,EX,TECD
REPLIGEN CORP,012181,2019,75991610,NAS,Waltham,MA,02453,MD,RGEN
CYPRESS SEMICONDUCTOR CORP,012215,2019,23280610,NAS,San Jose,CA,95134,EX,CY
AMAG PHARMACEUTICALS INC,012250,2019,00163U10,NAS,Waltham,MA,02451,EX,AMAG
XOMA CORP,012252,2019,98419J20,NAS,EmeryVille,CA,94608,EX,XOMA
ASTEC INDUSTRIES INC,012262,2019,04622410,NAS,Chattanooga,TN,37421,SM,ASTE
WERNER ENTERPRISES INC,012266,2019,95075510,NAS,Omaha,NE,68145,MD,WERN
AMERICAN WOODMARK CORP,012379,2019,03050610,NAS,Winchester,VA,22602,SM,AMWD
HARLEY-DAVIDSON INC,012389,2019,41282210,NYS,Milwaukee,WI,53208,MD,HOG
SKYWEST INC,012392,2019,83087910,NAS,Saint George,UT,84790,SM,SKYW
TOLL BROTHERS INC,012395,2019,88947810,NYS,Fort Washington,PA,19034,MD,TOL
MERIDIAN BIOSCIENCE INC,012433,2019,58958410,NAS,Cincinnati,OH,45244,SM,VIVO
GARTNER INC,012441,2019,36665110,NYS,Stamford,CT,06902,SP,IT
WATTS WATER TECHNOLOGIES INC,012445,2019,94274910,NYS,North Andover,MA,01845,SM,WTS
NVR INC,012459,2019,62944T10,NYS,Reston,VA,20190,SP,NVR
WORLD FUEL SERVICES CORP,012471,2019,98147510,NYS,Miami,FL,33178,MD,INT
ALTICE USA INC,012485,2019,02156K10,NYS,Long Island City,NY,11101,EX,ATUS
ADOBE INC,012540,2019,00724F10,NAS,San Jose,CA,95110,SP,ADBE
ST JOE CO,012544,2019,79014810,NYS,Panama City Beach,FL,32407,SM,JOE
HARTE HANKS INC,012545,2019,41619620,OTH,Austin,TX,78728,EX,HRTH
ENCOMPASS HEALTH CORP,012589,2019,29261A10,NYS,Birmingham,AL,35242,MD,EHC
CNO FINANCIAL GROUP INC,012603,2019,12621E10,NYS,Carmel,IN,46032,MD,CNO
M/I HOMES INC,012615,2019,55305B10,NYS,Columbus,OH,43219,SM,MHO
MARTEN TRANSPORT LTD,012625,2019,57307510,NAS,Mondovi,WI,54755,SM,MRTN
FISERV INC,012635,2019,33773810,NAS,Brookfield,WI,53045,SP,FISV
KB HOME,012689,2019,48666K10,NYS,Los Angeles,CA,90024,MD,KBH
UNUM GROUP,012726,2019,91529Y10,NYS,Chattanooga,TN,37402,SP,UNM
COCA-COLA EUROPACIFIC PARTNE,012756,2019,G2583910,NYS,Uxbridge,,UB8 1,EX,CCEP
PILGRIM'S PRIDE CORP,012785,2019,72147K10,NAS,Greeley,CO,80634,MD,PPC
CORELOGIC INC,012796,2019,21871D10,NYS,Irvine,CA,92618,EX,CLGX
J & J SNACK FOODS CORP,012825,2019,46603210,NAS,Pennsauken,NJ,08109,SM,JJSF
HEARTLAND EXPRESS INC,012840,2019,42234710,NAS,North Liberty,IA,52317,SM,HTLD
CERNER CORP,012850,2019,15678210,NAS,North Kansas City,MO,64117,SP,CERN
ORASURE TECHNOLOGIES INC,012915,2019,68554V10,NAS,Bethlehem,PA,18015,SM,OSUR
